STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REGION,Region,LOCATION,Country,INCOME,Income,VAR,Variable,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,BLR,Belarus,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,20.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BLR,Belarus,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,20.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BLR,Belarus,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,31.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BLR,Belarus,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,14.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BLR,Belarus,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,14.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BLR,Belarus,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,20.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,BLZ,Belize,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,23.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BLZ,Belize,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,23.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,BIH,Bosnia and Herzegovina,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,21.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,BIH,Bosnia and Herzegovina,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,27.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,BIH,Bosnia and Herzegovina,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,10.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,BIH,Bosnia and Herzegovina,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,30.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,BIH,Bosnia and Herzegovina,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,17.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BIH,Bosnia and Herzegovina,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,21.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BIH,Bosnia and Herzegovina,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,27.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BIH,Bosnia and Herzegovina,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,10.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BIH,Bosnia and Herzegovina,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,30.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BIH,Bosnia and Herzegovina,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,17.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,BWA,Botswana,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,39.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,BWA,Botswana,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,39.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,BWA,Botswana,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,52.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BWA,Botswana,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,39.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BWA,Botswana,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,39.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BWA,Botswana,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,52.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,BRA,Brazil,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,21.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,BRA,Brazil,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,28,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,BRA,Brazil,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,14.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,BRA,Brazil,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,17.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,BRA,Brazil,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,23.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GTM,Guatemala,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,18.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BRA,Brazil,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,21.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BRA,Brazil,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,28,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BRA,Brazil,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,14.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BRA,Brazil,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,17.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BRA,Brazil,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,23.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,BGR,Bulgaria,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,23.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,BGR,Bulgaria,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,27.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,BGR,Bulgaria,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,15.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,BGR,Bulgaria,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,29.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,BGR,Bulgaria,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,20.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BGR,Bulgaria,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,23.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BGR,Bulgaria,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,27.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BGR,Bulgaria,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,15.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BGR,Bulgaria,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,29.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,BGR,Bulgaria,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,20.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,CHN,China (People's Republic of),UMI,Upper middle income,DF__2,Discrimination in the family,2019,,18.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,CHN,China (People's Republic of),UMI,Upper middle income,DF__2,Discrimination in the family,2019,,18.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,COL,Colombia,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,15,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,COL,Colombia,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,9.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,COL,Colombia,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,14.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,COL,Colombia,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,14.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,COL,Colombia,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,20.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,COL,Colombia,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,15,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,COL,Colombia,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,9.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,COL,Colombia,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,14.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,COL,Colombia,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,14.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,COL,Colombia,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,20.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,CRI,Costa Rica,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,27.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,CRI,Costa Rica,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,45.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,CRI,Costa Rica,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,24.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,CRI,Costa Rica,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,27.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,CRI,Costa Rica,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,10.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,CRI,Costa Rica,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,27.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,CRI,Costa Rica,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,45.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,CRI,Costa Rica,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,24.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,CRI,Costa Rica,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,27.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,CRI,Costa Rica,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,10.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,CUB,Cuba,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,28.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,CUB,Cuba,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,28.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,DMA,Dominica,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,42.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,DMA,Dominica,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,42.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,DOM,Dominican Republic,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,18.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,DOM,Dominican Republic,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,30.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ITA,Italy,HIN,High income,RPI__2,Restricted physical integrity,2019,,14.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,DOM,Dominican Republic,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,11.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,DOM,Dominican Republic,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,11.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,DOM,Dominican Republic,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,18.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,DOM,Dominican Republic,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,30.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,DOM,Dominican Republic,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,18.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,DOM,Dominican Republic,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,11.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,DOM,Dominican Republic,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,11.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,ECU,Ecuador,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,28.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,ECU,Ecuador,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,34.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,ECU,Ecuador,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,18.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,ECU,Ecuador,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,44,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,ECU,Ecuador,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,15.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ECU,Ecuador,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,28.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ECU,Ecuador,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,34.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ECU,Ecuador,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,18.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ECU,Ecuador,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,44,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ECU,Ecuador,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,15.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,GNQ,Equatorial Guinea,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,63.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,GNQ,Equatorial Guinea,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,37.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GNQ,Equatorial Guinea,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,63.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GNQ,Equatorial Guinea,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,37.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,FJI,Fiji,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,24.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,FJI,Fiji,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,24.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,GAB,Gabon,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,40.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,GAB,Gabon,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,50.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,GAB,Gabon,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,37.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,GAB,Gabon,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,45.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,GAB,Gabon,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,25.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GAB,Gabon,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,40.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GAB,Gabon,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,50.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GAB,Gabon,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,37.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GAB,Gabon,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,45.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GAB,Gabon,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,25.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,GRD,Grenada,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,53.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GRD,Grenada,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,53.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,GTM,Guatemala,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,28.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,GTM,Guatemala,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,26.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,GTM,Guatemala,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,24.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,GTM,Guatemala,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,18.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,GTM,Guatemala,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,43.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GTM,Guatemala,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,28.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GTM,Guatemala,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,26.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GTM,Guatemala,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,24.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GTM,Guatemala,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,43.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,GUY,Guyana,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,21.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,GUY,Guyana,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,21.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,IRN,Iran,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,58.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,IRN,Iran,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,89.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,IRN,Iran,UMI,Upper middle income,RPI__2,Restricted physical integrity,2019,,29.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,IRN,Iran,UMI,Upper middle income,RAPFR__2,Restricted access to productive and financial resources,2019,,22.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,IRN,Iran,UMI,Upper middle income,RCL__2,Restricted civil liberties,2019,,75.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,IRN,Iran,UMI,Upper middle income,SIGI_2,Social Institutions and Gender Index 2019,2019,,58.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,IRN,Iran,UMI,Upper middle income,DF__2,Discrimination in the family,2019,,89.9,,A,,,,,,,
